OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,isPurebred,ReproductiveStatus
2,Dog,Male,Adolescent,Labrador Retriever/Pointer,Black/White,0,Neutered
0,Dog,Female,Adolescent,Anatol Shepherd/Great Pyrenees,White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Intact
1,Dog,Male,Adolescent,Anatol Shepherd,Black/Fawn,1,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
2,Dog,Female,Adult,Great Dane,Black/White,1,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
3,Cat,Male,Senior,Domestic Shorthair Mix,Black/White,0,Neutered
2,Dog,Female,Adult,Australian Cattle Dog Mix,Tricolor,0,Intact
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Dog,Female,Adolescent,Australian Cattle Dog/Chinese Sharpei,Red Tick/White,0,Neutered
1,Dog,Female,Senior,Labrador Retriever Mix,Yellow,0,Intact
0,Dog,Female,Adolescent,Flat Coat Retriever Mix,Black,0,Neutered
2,Dog,Male,Adult,Labrador Retriever Mix,Yellow,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
2,Dog,Unknown,Baby,Labrador Retriever Mix,White,0,Unknown
1,Dog,Female,Adolescent,Rat Terrier Mix,Tricolor,0,Neutered
0,Cat,Female,Baby,Domestic Longhair Mix,Black/White,0,Neutered
3,Dog,Male,Adolescent,Akita/Pit Bull,Tan/White,0,Neutered
1,Dog,Male,Adult,American Bulldog Mix,White,0,Neutered
2,Dog,Male,Baby,Labrador Retriever Mix,Blue,0,Neutered
0,Cat,Male,Senior,Domestic Shorthair Mix,Orange Tabby,0,Neutered
1,Dog,Female,Adult,Chihuahua Shorthair Mix,Tan,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever/Pointer,Chocolate/White,0,Neutered
0,Dog,Male,Adult,Chihuahua Shorthair Mix,Tan/White,0,Neutered
0,Cat,Male,Baby,Siamese Mix,Flame Point,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Black/White,0,Neutered
2,Dog,Male,Adolescent,Labrador Retriever,Buff/Tan,1,Intact
2,Cat,Male,Baby,Domestic Medium Hair Mix,Black,0,Neutered
2,Dog,Female,Adolescent,Chihuahua Shorthair/Rat Terrier,Tan/White,0,Neutered
3,Dog,Male,Adult,Rottweiler Mix,Black/Tan,0,Intact
2,Cat,Male,Baby,Domestic Shorthair,Blue,1,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black/White,0,Unknown
2,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Intact
2,Dog,Female,Adolescent,Labrador Retriever,Black,1,Neutered
0,Dog,Male,Adolescent,Boxer Mix,Brown/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Intact
0,Dog,Male,Adolescent,Jack Russell Terrier Mix,Tan/White,0,Neutered
1,Dog,Male,Adolescent,Dogue De Bordeaux/Pit Bull,Red/White,0,Intact
0,Dog,Male,Adult,Chow Chow/Labrador Retriever,Brown,0,Neutered
3,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Intact
0,Dog,Male,Adolescent,Bernese Mountain Dog/Rottweiler,Tricolor,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Male,Baby,Plott Hound Mix,Brown Brindle/Red Tick,0,Neutered
1,Dog,Male,Adult,English Bulldog,Brown Brindle,1,Intact
2,Dog,Male,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
2,Cat,Male,Baby,Domestic Medium Hair Mix,Brown Tabby/White,0,Intact
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Brown/White,0,Neutered
2,Dog,Male,Baby,Labrador Retriever Mix,Black/Tan,0,Neutered
1,Dog,Female,Senior,Chihuahua Shorthair,Brown,1,Neutered
0,Dog,Male,Adolescent,Pit Bull Mix,Brown,0,Neutered
0,Dog,Female,Baby,Pointer Mix,Blue/White,0,Neutered
0,Dog,Male,Baby,Chihuahua Longhair/Italian Greyhound,Tricolor,0,Neutered
0,Dog,Male,Baby,Blue Lacy/Labrador Retriever,Chocolate/White,0,Neutered
2,Dog,Female,Adolescent,Yorkshire Terrier Mix,Black/Tan,0,Intact
0,Dog,Female,Adolescent,Pit Bull Mix,Blue/White,0,Neutered
1,Dog,Female,Adult,Labrador Retriever Mix,Black/White,0,Neutered
0,Cat,Male,Baby,Siamese Mix,Lilac Point,0,Intact
1,Dog,Female,Adolescent,American Staffordshire Terrier Mix,Blue/White,0,Neutered
1,Dog,Male,Adolescent,Catahoula/Dachshund,Brown Brindle/White,0,Neutered
0,Dog,Male,Baby,Dachshund Wirehair Mix,Black/Brown,0,Neutered
3,Cat,Female,Senior,Domestic Longhair Mix,Tortie,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue,0,Neutered
3,Dog,Female,Adolescent,Labrador Retriever Mix,Black,0,Intact
3,Cat,Female,Senior,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
0,Cat,Male,Baby,Domestic Medium Hair Mix,Orange Tabby,0,Neutered
0,Dog,Male,Baby,Chihuahua Shorthair Mix,Buff/White,0,Neutered
1,Dog,Male,Adolescent,Blue Lacy/Pit Bull,Blue/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Cat,Female,Baby,Siamese Mix,Lilac Point,0,Neutered
0,Dog,Female,Adult,Miniature Poodle Mix,White,0,Neutered
0,Dog,Female,Adolescent,Dachshund Mix,Brown,0,Neutered
1,Dog,Female,Baby,Boxer Mix,Brown Brindle/White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Cat,Female,Adolescent,Exotic Shorthair Mix,Orange Tabby/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Cat,Female,Baby,Siamese Mix,Tortie Point,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
3,Dog,Female,Adolescent,Pit Bull Mix,Black/White,0,Neutered
2,Dog,Male,Baby,Australian Cattle Dog Mix,Black/Brown,0,Intact
1,Dog,Female,Adult,Chihuahua Shorthair Mix,Black/Tan,0,Neutered
0,Dog,Male,Adult,Chinese Sharpei/Labrador Retriever,Black,0,Neutered
1,Dog,Male,Adult,Basset Hound,Tricolor,1,Intact
0,Dog,Male,Adolescent,Pit Bull Mix,Blue/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Dog,Male,Adult,Cocker Spaniel Mix,Yellow,0,Neutered
1,Dog,Male,Baby,Chihuahua Shorthair Mix,Tricolor,0,Intact
1,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Neutered
2,Dog,Male,Baby,Australian Cattle Dog Mix,Buff/White,0,Intact
3,Dog,Male,Adolescent,Chihuahua Shorthair/Dachshund,Black,0,Intact
1,Dog,Male,Adult,Cocker Spaniel Mix,Black,0,Neutered
1,Dog,Female,Adult,Blue Lacy/Collie Smooth,Tricolor,0,Neutered
0,Cat,Female,Baby,Domestic Longhair Mix,Blue,0,Neutered
1,Dog,Male,Adult,Pit Bull Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Torbie,0,Intact
0,Dog,Male,Adult,Miniature Poodle Mix,Buff,0,Neutered
2,Dog,Female,Baby,Labrador Retriever Mix,Chocolate/White,0,Intact
3,Dog,Male,Adolescent,Pit Bull Mix,Brown/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Unknown
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Black/White,0,Intact
1,Dog,Female,Adolescent,Black/Tan Hound Mix,Black/Tan,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
3,Cat,Male,Senior,Siamese Mix,Lynx Point,0,Neutered
2,Dog,Unknown,Baby,Labrador Retriever Mix,White,0,Unknown
1,Dog,Male,Senior,Chihuahua Shorthair Mix,White,0,Neutered
1,Dog,Female,Adolescent,Pit Bull Mix,Chocolate/White,0,Neutered
1,Dog,Female,Senior,Border Terrier/Norfolk Terrier,Cream,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Blue Tabby/White,0,Intact
1,Dog,Male,Adolescent,Border Collie Mix,Black/White,0,Neutered
2,Dog,Male,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Brown,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Black,0,Unknown
3,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
0,Dog,Female,Adolescent,Jack Russell Terrier Mix,Tricolor,0,Neutered
1,Cat,Female,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
1,Dog,Male,Adult,Pit Bull Mix,Red/White,0,Neutered
1,Dog,Male,Adult,Siberian Husky,Black/White,1,Intact
1,Dog,Female,Adolescent,Cairn Terrier/Scottish Terrier,Black,0,Neutered
1,Cat,Male,Adolescent,Domestic Medium Hair Mix,Blue Tabby,0,Neutered
1,Dog,Female,Adolescent,Labrador Retriever Mix,Red,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Black,0,Unknown
0,Cat,Male,Baby,Domestic Longhair Mix,Brown Tabby,0,Intact
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Tan,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Tortie/White,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Cream Tabby,0,Intact
2,Dog,Male,Adolescent,Pit Bull Mix,Tan/White,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Dog,Female,Adolescent,Labrador Retriever Mix,Black,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Intact
1,Dog,Male,Adult,Chihuahua Longhair Mix,Cream,0,Neutered
2,Dog,Female,Baby,Chihuahua Shorthair Mix,White,0,Intact
1,Dog,Female,Adult,Labrador Retriever Mix,Yellow,0,Neutered
0,Dog,Female,Adult,Pit Bull Mix,Black/White,0,Neutered
0,Dog,Female,Baby,Border Collie Mix,Tricolor,0,Neutered
2,Dog,Male,Baby,Pit Bull Mix,Brown/White,0,Intact
1,Dog,Female,Senior,Yorkshire Terrier Mix,Black/Tricolor,0,Intact
1,Dog,Male,Adult,American Bulldog Mix,Tan,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Dog,Male,Adult,Boxer,Brown/White,1,Neutered
1,Dog,Female,Adolescent,Miniature Poodle,Apricot,1,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
1,Cat,Male,Adult,Domestic Shorthair Mix,Black/White,0,Neutered
1,Dog,Female,Adult,Jack Russell Terrier Mix,Brown/White,0,Intact
0,Dog,Male,Baby,Chihuahua Shorthair Mix,Black/Brown,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
1,Dog,Female,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Intact
1,Cat,Female,Senior,Russian Blue Mix,Blue,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Tortie/White,0,Intact
1,Dog,Male,Senior,Doberman Pinsch,Black/Tan,1,Neutered
1,Cat,Male,Baby,Devon Rex Mix,Cream,0,Neutered
1,Dog,Male,Adult,Treeing Walker Coonhound Mix,Tricolor,0,Neutered
2,Dog,Male,Adolescent,Australian Cattle Dog/Labrador Retriever,Black,0,Intact
1,Dog,Female,Senior,Australian Cattle Dog Mix,Sable,0,Neutered
0,Dog,Female,Adult,Maltese/Yorkshire Terrier,Gray/White,0,Neutered
0,Dog,Male,Adolescent,Labrador Retriever/Rhod Ridgeback,Red/Tan,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
3,Dog,Unknown,Senior,Australian Cattle Dog/Chinese Sharpei,Brown/Tan,0,Unknown
0,Dog,Male,Adolescent,Labrador Retriever/Plott Hound,Brown Brindle,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
3,Cat,Male,Adult,Domestic Shorthair Mix,Orange Tabby,0,Intact
1,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
2,Dog,Male,Baby,Pit Bull Mix,Brown/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Neutered
0,Cat,Male,Senior,Domestic Medium Hair Mix,Orange Tabby/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Tricolor/White,0,Neutered
2,Cat,Male,Adult,Domestic Shorthair Mix,Cream Tabby/White,0,Neutered
2,Dog,Female,Adult,Collie Rough/German Shepherd,Black/Brown,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
2,Dog,Male,Adult,Labrador Retriever Mix,Brown,0,Neutered
1,Dog,Male,Adult,Chihuahua Shorthair Mix,Black/White,0,Neutered
3,Cat,Male,Senior,Domestic Medium Hair Mix,Black/White,0,Neutered
3,Dog,Male,Adolescent,Black Mouth Cur/Labrador Retriever,Tan/White,0,Neutered
0,Cat,Male,Baby,Snowshoe Mix,Lynx Point,0,Neutered
0,Dog,Female,Baby,Airedale Terrier/Chinese Sharpei,Red,0,Neutered
3,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Black/White,0,Unknown
0,Dog,Male,Baby,Chihuahua Shorthair/Dachshund,Black,0,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
1,Cat,Male,Adult,Domestic Shorthair Mix,Black/White,0,Neutered
1,Dog,Male,Adult,Cardigan Welsh Corgi Mix,Tricolor,0,Neutered
0,Dog,Female,Adult,Chihuahua Shorthair Mix,Tan,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Female,Baby,Chihuahua Shorthair Mix,Black,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,White,0,Neutered
1,Cat,Male,Adult,Domestic Shorthair Mix,Blue/White,0,Neutered
4,Cat,Male,Baby,Snowshoe Mix,Seal Point,0,Intact
0,Dog,Male,Adult,Harrier,Brown/Tricolor,1,Neutered
2,Cat,Female,Baby,Domestic Longhair Mix,Tortie,0,Intact
0,Dog,Female,Adult,Dachshund/Miniature Poodle,White/White,0,Neutered
2,Cat,Male,Baby,Domestic Medium Hair Mix,Brown Tabby/White,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Tortie,0,Unknown
2,Dog,Female,Baby,Australian Kelpie Mix,Black,0,Intact
0,Cat,Male,Adult,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby,0,Neutered
3,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
2,Dog,Female,Baby,German Shepherd Mix,Red,0,Intact
2,Dog,Female,Baby,Labrador Retriever Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
4,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Dog,Female,Adolescent,Labrador Retriever Mix,Black/White,0,Neutered
0,Dog,Female,Senior,Harrier Mix,Tricolor,0,Neutered
1,Dog,Male,Adolescent,Anatol Shepherd,Black/Brown,1,Neutered
1,Dog,Male,Adolescent,American Staffordshire Terrier Mix,Fawn/White,0,Intact
1,Dog,Female,Senior,Basset Hound Mix,Brown/White,0,Neutered
0,Dog,Female,Adolescent,Miniature Schnauzer Mix,Buff,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Dog,Female,Baby,Rottweiler Mix,Black/Brown,0,Neutered
0,Dog,Female,Baby,Mexican Hairless Mix,Black/Tan,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Unknown
0,Dog,Male,Baby,Labrador Retriever Mix,Black/White,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Gray Tabby,0,Neutered
0,Dog,Male,Baby,Redbone Hound Mix,Black/Brown,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Brown/White,0,Neutered
2,Cat,Male,Senior,Domestic Shorthair Mix,Black,0,Neutered
1,Dog,Female,Adolescent,Afghan Hound Mix,Tan/White,0,Neutered
1,Dog,Male,Adolescent,Pointer Mix,Brown/White,0,Neutered
1,Dog,Female,Adult,Pit Bull Mix,Blue/White,0,Intact
0,Dog,Female,Baby,Chihuahua Shorthair/Dachshund,Sable/White,0,Neutered
3,Dog,Male,Adult,Pit Bull Mix,Blue Tiger/White,0,Intact
1,Dog,Female,Adult,Labrador Retriever Mix,Black/Brown,0,Neutered
0,Dog,Male,Adolescent,Border Collie/Greyhound,Blue/White,0,Neutered
0,Cat,Male,Senior,Domestic Shorthair Mix,Black/White,0,Neutered
2,Dog,Female,Baby,Miniature Poodle Mix,Black/White,0,Intact
0,Dog,Female,Adolescent,Catahoula Mix,Yellow Brindle,0,Neutered
0,Dog,Male,Adult,Swedish Vallhund Mix,Sable,0,Neutered
0,Cat,Female,Adult,Domestic Shorthair Mix,Brown Tabby,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Dog,Female,Baby,Australian Kelpie Mix,Black/Tan,0,Neutered
0,Dog,Female,Adolescent,Pit Bull Mix,Blue/White,0,Intact
2,Dog,Female,Baby,Border Collie Mix,Black/White,0,Intact
2,Dog,Male,Adolescent,Border Collie/Papillon,Black/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Tortie/White,0,Unknown
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Tortie,0,Intact
2,Dog,Female,Adolescent,Miniature Poodle/Miniature Schnauzer,Gray,0,Neutered
1,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Dog,Male,Baby,German Shepherd/Labrador Retriever,Tan,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Tortie,0,Neutered
3,Dog,Male,Senior,Cocker Spaniel,Tan/White,1,Intact
0,Dog,Female,Adolescent,Boxer Mix,Brown Brindle/White,0,Neutered
0,Dog,Male,Baby,Border Collie Mix,Tan/White,0,Neutered
2,Cat,Unknown,Baby,Domestic Shorthair Mix,White,0,Unknown
2,Cat,Unknown,Baby,Domestic Shorthair Mix,Brown Tabby,0,Unknown
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Tan/White,0,Neutered
1,Dog,Male,Adult,Chow Chow Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Cream Tabby,0,Neutered
2,Dog,Female,Adolescent,Labrador Retriever Mix,White,0,Intact
1,Dog,Male,Senior,Labrador Retriever Mix,Gold,0,Neutered
2,Cat,Male,Baby,Domestic Shorthair Mix,White,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Black Tabby/White,0,Neutered
3,Dog,Male,Adolescent,Pit Bull Mix,Brown Brindle/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Calico,0,Intact
0,Dog,Female,Baby,Australian Shepherd Mix,Chocolate/White,0,Neutered
3,Dog,Male,Baby,Dachshund Mix,Tricolor,0,Intact
2,Dog,Male,Adolescent,German Shepherd Mix,Brown/White,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
1,Dog,Male,Adolescent,Blue Lacy Mix,Blue/White,0,Neutered
0,Dog,Male,Baby,Dachshund Wirehair/Miniature Poodle,Black/Tan,0,Neutered
2,Dog,Female,Baby,Chihuahua Shorthair Mix,Brown,0,Intact
0,Cat,Male,Baby,Siamese Mix,Lynx Point,0,Neutered
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Black,0,Intact
2,Cat,Male,Adolescent,Domestic Shorthair Mix,Orange Tabby,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
1,Dog,Male,Adolescent,Miniature Schnauzer Mix,White,0,Neutered
0,Dog,Male,Baby,English Pointer Mix,Brown/White,0,Neutered
0,Dog,Female,Adolescent,Australian Cattle Dog/Labrador Retriever,Black/White,0,Neutered
0,Dog,Female,Adolescent,Chihuahua Shorthair Mix,Brown/White,0,Neutered
0,Cat,Male,Adolescent,Domestic Shorthair Mix,Blue/White,0,Neutered
1,Dog,Male,Adolescent,Chow Chow/German Shepherd,Brown/Tan,0,Neutered
0,Dog,Male,Adult,Miniature Schnauzer Mix,Black/Gray,0,Neutered
2,Dog,Male,Baby,Pit Bull/Weimaraner,Brown/White,0,Intact
1,Dog,Female,Adult,Yorkshire Terrier Mix,Black/Tan,0,Intact
2,Dog,Female,Adolescent,Pit Bull Mix,Brown Brindle,0,Neutered
0,Dog,Female,Adolescent,Australian Kelpie Mix,Black/Tan,0,Neutered
2,Dog,Male,Adolescent,Queensland Heeler Mix,Blue Tick,0,Intact
2,Dog,Female,Baby,Chihuahua Shorthair/Yorkshire Terrier,Black/Brown,0,Intact
0,Dog,Female,Adult,Pit Bull Mix,Brown/White,0,Neutered
0,Dog,Male,Baby,Australian Kelpie Mix,Sable,0,Neutered
3,Cat,Female,Senior,Domestic Shorthair Mix,Calico,0,Neutered
2,Dog,Male,Adolescent,Pit Bull Mix,Gray/White,0,Neutered
0,Dog,Male,Baby,Labrador Retriever Mix,Black/Brown,0,Neutered
0,Cat,Female,Adolescent,Domestic Shorthair Mix,White,0,Neutered
1,Dog,Female,Adolescent,Chihuahua Shorthair/West Highland,White,0,Neutered
0,Dog,Female,Baby,Labrador Retriever Mix,Black,0,Neutered
2,Cat,Female,Adult,Domestic Shorthair Mix,Blue/White,0,Neutered
0,Dog,Female,Baby,Chihuahua Shorthair Mix,Black,0,Neutered
2,Cat,Unknown,Adolescent,Domestic Shorthair Mix,Black/White,0,Unknown
2,Cat,Male,Baby,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Longhair Mix,Cream Tabby/White,0,Neutered
0,Cat,Female,Adolescent,Siamese Mix,Lynx Point,0,Neutered
3,Dog,Female,Adolescent,Pit Bull Mix,Black/White,0,Neutered
1,Dog,Male,Adolescent,Dachshund Mix,Brown,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Blue Tabby,0,Neutered
2,Cat,Male,Baby,Domestic Longhair Mix,Orange Tabby,0,Intact
2,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Black/White,0,Intact
0,Dog,Female,Adolescent,Pointer Mix,Black/White,0,Neutered
3,Cat,Male,Senior,Domestic Shorthair Mix,Orange Tabby/White,0,Neutered
3,Dog,Female,Senior,Chow Chow Mix,Brown/Tan,0,Neutered
2,Cat,Female,Baby,Siamese Mix,Black/White,0,Intact
1,Dog,Male,Adolescent,Border Collie/German Shepherd,Black,0,Neutered
3,Cat,Female,Baby,Domestic Shorthair Mix,Orange Tabby,0,Intact
0,Dog,Female,Adult,Dogo Argentino Mix,White,0,Neutered
2,Dog,Female,Senior,Chihuahua Shorthair Mix,Brown,0,Intact
2,Dog,Female,Senior,Pit Bull Mix,Tan,0,Neutered
0,Dog,Female,Adolescent,Great Pyrenees Mix,Black/White,0,Neutered
2,Dog,Male,Adolescent,Australian Cattle Dog/Boxer,Red/White,0,Neutered
3,Dog,Male,Adolescent,German Shepherd Mix,Black/Tan,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Torbie/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Blue/White,0,Intact
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue Tabby,0,Neutered
0,Cat,Male,Adult,Domestic Shorthair Mix,Black,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Orange Tabby,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Black Smoke/White,0,Neutered
0,Dog,Female,Adult,Basset Hound Mix,Tricolor,0,Neutered
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Cat,Female,Baby,Domestic Longhair Mix,Black/White,0,Neutered
0,Cat,Female,Baby,Domestic Medium Hair Mix,Brown Tabby/White,0,Neutered
1,Dog,Female,Adult,Shiba Inu Mix,Tan/White,0,Neutered
1,Dog,Male,Adult,Pit Bull Mix,Fawn/White,0,Neutered
2,Cat,Female,Baby,Domestic Shorthair Mix,Black,0,Intact
1,Dog,Male,Adolescent,Plott Hound Mix,Yellow Brindle,0,Neutered
2,Dog,Male,Adolescent,Chihuahua Shorthair Mix,Black/Tan,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Blue,0,Neutered
1,Dog,Male,Adolescent,Beauceron Mix,Black/Tan,0,Neutered
1,Dog,Male,Adult,Chinese Sharpei Mix,Black/Tan,0,Neutered
2,Dog,Male,Baby,Chihuahua Shorthair Mix,Black/Tan,0,Intact
2,Cat,Female,Adult,Domestic Shorthair Mix,Blue Tabby/Orange,0,Neutered
0,Cat,Male,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
1,Dog,Male,Baby,Pekingese Mix,Black/Brown,0,Neutered
0,Dog,Female,Baby,Anatol Shepherd Mix,Brown/White,0,Neutered
3,Cat,Male,Senior,Siamese Mix,Blue Point,0,Neutered
1,Dog,Male,Senior,Catahoula/Pit Bull,Tan/White,0,Neutered
2,Cat,Female,Adolescent,Domestic Shorthair Mix,Calico,0,Intact
0,Cat,Female,Baby,Domestic Shorthair Mix,Brown Tabby/White,0,Neutered
0,Cat,Male,Adolescent,Maine Coon Mix,Brown Tabby,0,Neutered
