OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,isPurebred,Breed 1,Breed 2,Color 1,Color 2
Adoption,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Black,White
Adoption,Dog,Spayed Female,2 years,0,Flat Coat Retriever Mix,Flat Coat Retriever Mix,Black,White
Transfer,Dog,Spayed Female,10 years,1,Cocker Spaniel,Cocker Spaniel,Buff,Buff
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Spayed Female,10 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Adoption,Cat,Spayed Female,2 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Brown Tabby,White
Return_to_owner,Dog,Spayed Female,7 years,0,Rat Terrier Mix,Rat Terrier Mix,Black,White
Adoption,Dog,Neutered Male,1 year,0,Border Terrier,Chihuahua Shorthair,Black,Tan
Transfer,Dog,Neutered Male,5 years,0,Pit Bull Mix,Pit Bull Mix,Brown Brindle,White
Return_to_owner,Dog,Spayed Female,6 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Gray
Transfer,Cat,Unknown,1 week,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Euthanasia,Dog,Spayed Female,7 years,0,Pit Bull Mix,Pit Bull Mix,Tan,White
Adoption,Dog,Neutered Male,1 year,0,Chihuahua Longhair Mix,Chihuahua Longhair Mix,Black,Black
Adoption,Dog,Neutered Male,1 year,0,Dachshund,Jack Russell Terrier,Brown,White
Transfer,Cat,Intact Female,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Transfer,Cat,Intact Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Return_to_owner,Dog,Neutered Male,5 years,1,German Shepherd,German Shepherd,Black,Brown
Return_to_owner,Dog,Spayed Female,2 years,0,Rottweiler Mix,Rottweiler Mix,Black,Tan
Adoption,Dog,Neutered Male,10 months,0,Siberian Husky Mix,Siberian Husky Mix,Cream,White
Transfer,Cat,Intact Female,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Dog,Neutered Male,9 months,0,Cardigan Welsh Corgi,Cardigan Welsh Corgi,Fawn,White
Transfer,Cat,Intact Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Cat,Unknown,0 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Transfer,Cat,Spayed Female,5 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Adoption,Dog,Spayed Female,8 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Chocolate,White
Transfer,Dog,Intact Male,1 year,0,Cairn Terrier Mix,Cairn Terrier Mix,Cream,Cream
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Return_to_owner,Cat,Neutered Male,3 months,1,Domestic Shorthair,Domestic Shorthair,Black,White
Return_to_owner,Dog,Intact Male,14 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Chocolate,White
Return_to_owner,Dog,Neutered Male,7 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Chocolate,Chocolate
Adoption,Dog,Neutered Male,2 years,1,Shih Tzu,Shih Tzu,Gray,White
Transfer,Dog,Spayed Female,6 months,0,Plott Hound Mix,Plott Hound Mix,Brown Brindle,Brown Brindle
Adoption,Dog,Neutered Male,11 months,0,Australian Shepherd Mix,Australian Shepherd Mix,Tan,White
Adoption,Dog,Neutered Male,3 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Transfer,Cat,Intact Female,2 months,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,White
Adoption,Dog,Neutered Male,1 year,0,Border Collie,Labrador Retriever,Black,White
Euthanasia,Cat,Intact Female,4 weeks,0,Siamese Mix,Siamese Mix,Blue Point,Blue Point
Euthanasia,Dog,Neutered Male,4 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,White
Adoption,Cat,Neutered Male,8 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby,Orange Tabby
Adoption,Cat,Spayed Female,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Adoption,Dog,Spayed Female,2 months,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown,White
Adoption,Cat,Spayed Female,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Tortie
Euthanasia,Dog,Intact Male,2 years,0,Great Dane,Labrador Retriever,Black,Tan
Return_to_owner,Dog,Neutered Male,6 years,0,Dachshund Mix,Dachshund Mix,Brown,Brown
Transfer,Dog,Spayed Female,11 months,0,Boxer Mix,Boxer Mix,Brown Brindle,White
Transfer,Dog,Spayed Female,1 year,0,Labrador Retriever Mix,Labrador Retriever Mix,Tan,White
Transfer,Dog,Neutered Male,4 years,0,Miniature Poodle,Shih Tzu,Apricot,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue,White
Transfer,Dog,Neutered Male,2 years,0,Pit Bull Mix,Pit Bull Mix,Red,Red
Adoption,Dog,Spayed Female,2 months,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Black,Red Merle
Adoption,Cat,Neutered Male,6 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Cat,Neutered Male,8 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Return_to_owner,Cat,Neutered Male,3 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Neutered Male,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,White
Transfer,Dog,Intact Male,2 months,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Brown,White
Transfer,Cat,Intact Female,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Tortie
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Neutered Male,4 years,0,German Shepherd Mix,German Shepherd Mix,Brown,Brown
Transfer,Cat,Neutered Male,5 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Dog,Spayed Female,2 years,0,Pointer Mix,Pointer Mix,Chocolate,White
Transfer,Cat,Intact Female,6 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Calico,Calico
Transfer,Dog,Spayed Female,2 years,0,Miniature Poodle Mix,Miniature Poodle Mix,Black,Gray
Return_to_owner,Dog,Spayed Female,10 years,0,Chow Chow,Collie Smooth,Sable,Sable
Transfer,Cat,Intact Male,6 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Cat,Intact Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Adoption,Dog,Neutered Male,6 months,0,Cocker Spaniel Mix,Cocker Spaniel Mix,Sable,Sable
Return_to_owner,Dog,Neutered Male,8 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Tricolor
Adoption,Dog,Neutered Male,6 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Buff,Buff
Transfer,Cat,Intact Male,3 months,0,Siamese Mix,Siamese Mix,Seal Point,Seal Point
Adoption,Dog,Spayed Female,1 year,0,Labrador Retriever,Rottweiler,Black,Tan
Adoption,Dog,Spayed Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Brown
Adoption,Dog,Neutered Male,2 months,0,Boxer Mix,Boxer Mix,Tricolor,Tricolor
Transfer,Cat,Unknown,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Adoption,Dog,Spayed Female,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Return_to_owner,Cat,Neutered Male,9 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Transfer,Dog,Spayed Female,4 years,0,Rat Terrier Mix,Rat Terrier Mix,Black,White
Adoption,Dog,Neutered Male,4 months,0,German Shepherd,Siberian Husky,Red,White
Transfer,Cat,Intact Male,3 days,0,Domestic Shorthair Mix,Domestic Shorthair Mix,White,White
Transfer,Dog,Intact Male,6 years,1,Dachshund,Dachshund,Blue Merle,White
Adoption,Dog,Spayed Female,2 months,0,Border Collie,Labrador Retriever,Black,White
Transfer,Cat,Intact Female,8 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Transfer,Cat,Intact Male,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Cat,Intact Female,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Cat,Intact Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Return_to_owner,Dog,Intact Female,2 years,0,Pit Bull Mix,Pit Bull Mix,Fawn,Fawn
Adoption,Dog,Neutered Male,4 months,0,Collie Smooth,Labrador Retriever,Tricolor,Tricolor
Transfer,Cat,Intact Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Spayed Female,3 months,0,Siamese Mix,Siamese Mix,Lynx Point,White
Transfer,Cat,Intact Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Cat,Spayed Female,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Adoption,Dog,Neutered Male,5 years,0,Plott Hound,Rhod Ridgeback,Brown Brindle,Brown Brindle
Return_to_owner,Dog,Spayed Female,2 years,0,Pit Bull Mix,Pit Bull Mix,Fawn,White
Transfer,Cat,Intact Female,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Dog,Spayed Female,10 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Transfer,Dog,Neutered Male,2 years,0,Labrador Retriever,Pointer,Black,White
Adoption,Dog,Spayed Female,10 months,0,Anatol Shepherd,Great Pyrenees,White,White
Transfer,Cat,Intact Male,4 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Return_to_owner,Dog,Neutered Male,1 year,1,Anatol Shepherd,Anatol Shepherd,Black,Fawn
Adoption,Cat,Spayed Female,7 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Dog,Spayed Female,2 years,0,Pit Bull Mix,Pit Bull Mix,Brown,White
Transfer,Dog,Spayed Female,7 years,1,Great Dane,Great Dane,Black,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Euthanasia,Cat,Neutered Male,12 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Dog,Intact Female,3 years,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Tricolor,Tricolor
Transfer,Cat,Spayed Female,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Adoption,Dog,Spayed Female,2 years,0,Australian Cattle Dog,Chinese Sharpei,Red Tick,White
Return_to_owner,Dog,Intact Female,12 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Yellow
Adoption,Dog,Spayed Female,1 year,0,Flat Coat Retriever Mix,Flat Coat Retriever Mix,Black,Black
Transfer,Dog,Neutered Male,3 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Yellow,Yellow
Adoption,Cat,Spayed Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Transfer,Dog,Unknown,6 days,0,Labrador Retriever Mix,Labrador Retriever Mix,White,White
Return_to_owner,Dog,Spayed Female,9 months,0,Rat Terrier Mix,Rat Terrier Mix,Tricolor,Tricolor
Adoption,Cat,Spayed Female,2 months,0,Domestic Longhair Mix,Domestic Longhair Mix,Black,White
Euthanasia,Dog,Neutered Male,2 years,0,Akita,Pit Bull,Tan,White
Return_to_owner,Dog,Neutered Male,7 years,0,American Bulldog Mix,American Bulldog Mix,White,White
Transfer,Dog,Neutered Male,4 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Blue,Blue
Adoption,Cat,Neutered Male,10 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Return_to_owner,Dog,Spayed Female,5 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Adoption,Dog,Spayed Female,2 years,0,Labrador Retriever,Pointer,Chocolate,White
Adoption,Dog,Neutered Male,5 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,White
Adoption,Cat,Neutered Male,5 months,0,Siamese Mix,Siamese Mix,Flame Point,Flame Point
Adoption,Cat,Neutered Male,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Dog,Intact Male,1 year,1,Labrador Retriever,Labrador Retriever,Buff,Tan
Transfer,Cat,Neutered Male,4 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black,Black
Transfer,Dog,Spayed Female,2 years,0,Chihuahua Shorthair,Rat Terrier,Tan,White
Euthanasia,Dog,Intact Male,3 years,0,Rottweiler Mix,Rottweiler Mix,Black,Tan
Transfer,Cat,Intact Male,4 weeks,1,Domestic Shorthair,Domestic Shorthair,Blue,Blue
Transfer,Cat,Unknown,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Cat,Intact Female,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Tortie
Transfer,Dog,Spayed Female,2 years,1,Labrador Retriever,Labrador Retriever,Black,Black
Adoption,Dog,Neutered Male,1 year,0,Boxer Mix,Boxer Mix,Brown,White
Transfer,Cat,Intact Male,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Adoption,Dog,Neutered Male,2 years,0,Jack Russell Terrier Mix,Jack Russell Terrier Mix,Tan,White
Return_to_owner,Dog,Intact Male,9 months,0,Dogue De Bordeaux,Pit Bull,Red,White
Adoption,Dog,Neutered Male,3 years,0,Chow Chow,Labrador Retriever,Brown,Brown
Euthanasia,Cat,Intact Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Tortie
Adoption,Dog,Neutered Male,2 years,0,Bernese Mountain Dog,Rottweiler,Tricolor,Tricolor
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Transfer,Dog,Neutered Male,4 months,0,Plott Hound Mix,Plott Hound Mix,Brown Brindle,Red Tick
Return_to_owner,Dog,Intact Male,3 years,1,English Bulldog,English Bulldog,Brown Brindle,Brown Brindle
Transfer,Dog,Neutered Male,1 year,0,Pit Bull Mix,Pit Bull Mix,Brown,White
Transfer,Cat,Intact Male,1 month,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby,White
Adoption,Dog,Spayed Female,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,White
Transfer,Dog,Neutered Male,2 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Tan
Return_to_owner,Dog,Spayed Female,9 years,1,Chihuahua Shorthair,Chihuahua Shorthair,Brown,Brown
Adoption,Dog,Neutered Male,2 years,0,Pit Bull Mix,Pit Bull Mix,Brown,Brown
Adoption,Dog,Spayed Female,6 months,0,Pointer Mix,Pointer Mix,Blue,White
Adoption,Dog,Neutered Male,3 months,0,Chihuahua Longhair,Italian Greyhound,Tricolor,Tricolor
Adoption,Dog,Neutered Male,1 month,0,Blue Lacy,Labrador Retriever,Chocolate,White
Transfer,Dog,Intact Female,1 year,0,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Black,Tan
Adoption,Dog,Spayed Female,2 years,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Return_to_owner,Dog,Spayed Female,3 years,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,White
Adoption,Cat,Intact Male,2 months,0,Siamese Mix,Siamese Mix,Lilac Point,Lilac Point
Return_to_owner,Dog,Spayed Female,2 years,0,American Staffordshire Terrier Mix,American Staffordshire Terrier Mix,Blue,White
Return_to_owner,Dog,Neutered Male,2 years,0,Catahoula,Dachshund,Brown Brindle,White
Adoption,Dog,Neutered Male,2 months,0,Dachshund Wirehair Mix,Dachshund Wirehair Mix,Black,Brown
Euthanasia,Cat,Spayed Female,12 years,0,Domestic Longhair Mix,Domestic Longhair Mix,Tortie,Tortie
Transfer,Cat,Neutered Male,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Blue
Euthanasia,Dog,Intact Female,8 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Black,Black
Euthanasia,Cat,Intact Female,10 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Cat,Neutered Male,2 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Orange Tabby,Orange Tabby
Adoption,Dog,Neutered Male,3 months,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Buff,White
Return_to_owner,Dog,Neutered Male,1 year,0,Blue Lacy,Pit Bull,Blue,White
Transfer,Cat,Intact Female,2 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Tortie
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Blue Tabby
Adoption,Cat,Spayed Female,3 months,0,Siamese Mix,Siamese Mix,Lilac Point,Lilac Point
Adoption,Dog,Spayed Female,7 years,0,Miniature Poodle Mix,Miniature Poodle Mix,White,White
Adoption,Dog,Spayed Female,2 years,0,Dachshund Mix,Dachshund Mix,Brown,Brown
Return_to_owner,Dog,Intact Female,4 months,0,Boxer Mix,Boxer Mix,Brown Brindle,White
Adoption,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Neutered Male,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Transfer,Cat,Spayed Female,2 years,0,Exotic Shorthair Mix,Exotic Shorthair Mix,Orange Tabby,White
Adoption,Cat,Spayed Female,6 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Transfer,Cat,Intact Female,4 days,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Adoption,Cat,Spayed Female,3 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Adoption,Cat,Spayed Female,5 months,0,Siamese Mix,Siamese Mix,Tortie Point,Tortie Point
Transfer,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Transfer,Cat,Intact Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Euthanasia,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Black,White
Transfer,Dog,Intact Male,1 month,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Black,Brown
Return_to_owner,Dog,Spayed Female,3 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Tan
Adoption,Dog,Neutered Male,3 years,0,Chinese Sharpei,Labrador Retriever,Black,Black
Return_to_owner,Dog,Intact Male,6 years,1,Basset Hound,Basset Hound,Tricolor,Tricolor
Adoption,Dog,Intact Male,8 months,0,Pit Bull Mix,Pit Bull Mix,Blue,White
Adoption,Cat,Neutered Male,4 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Return_to_owner,Dog,Neutered Male,3 years,0,Cocker Spaniel Mix,Cocker Spaniel Mix,Yellow,Yellow
Return_to_owner,Dog,Intact Male,4 weeks,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Tricolor
Return_to_owner,Cat,Spayed Female,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Transfer,Dog,Intact Male,2 months,0,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Buff,White
Euthanasia,Dog,Intact Male,1 year,0,Chihuahua Shorthair,Dachshund,Black,Black
Return_to_owner,Dog,Neutered Male,5 years,0,Cocker Spaniel Mix,Cocker Spaniel Mix,Black,Black
Return_to_owner,Dog,Spayed Female,7 years,0,Blue Lacy,Collie Smooth,Tricolor,Tricolor
Adoption,Cat,Spayed Female,2 months,0,Domestic Longhair Mix,Domestic Longhair Mix,Blue,Blue
Return_to_owner,Dog,Neutered Male,3 years,0,Pit Bull Mix,Pit Bull Mix,Black,White
Adoption,Cat,Intact Female,1 month,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Torbie
Adoption,Dog,Neutered Male,6 years,0,Miniature Poodle Mix,Miniature Poodle Mix,Buff,Buff
Transfer,Dog,Intact Female,2 months,0,Labrador Retriever Mix,Labrador Retriever Mix,Chocolate,White
Euthanasia,Dog,Neutered Male,2 years,0,Pit Bull Mix,Pit Bull Mix,Brown,White
Transfer,Cat,Unknown,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,White
Transfer,Cat,Intact Female,1 year,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,White
Return_to_owner,Dog,Spayed Female,2 years,0,Black,Tan Hound Mix,Black,Tan
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Cat,Neutered Male,2 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Orange Tabby
Euthanasia,Cat,Neutered Male,8 years,0,Siamese Mix,Siamese Mix,Lynx Point,Lynx Point
Transfer,Dog,Unknown,1 week,0,Labrador Retriever Mix,Labrador Retriever Mix,White,White
Return_to_owner,Dog,Neutered Male,12 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White,White
Return_to_owner,Dog,Spayed Female,1 year,0,Pit Bull Mix,Pit Bull Mix,Chocolate,White
Return_to_owner,Dog,Spayed Female,11 years,0,Border Terrier,Norfolk Terrier,Cream,Cream
Transfer,Cat,Intact Female,2 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,White
Return_to_owner,Dog,Neutered Male,2 years,0,Border Collie Mix,Border Collie Mix,Black,White
Transfer,Dog,Neutered Male,2 years,0,German Shepherd Mix,German Shepherd Mix,Black,Tan
Adoption,Dog,Neutered Male,2 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black,Black
Return_to_owner,Dog,Neutered Male,3 years,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown,Brown
Transfer,Cat,Unknown,5 days,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Euthanasia,Cat,Intact Male,3 weeks,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,White
Adoption,Dog,Spayed Female,10 months,0,Jack Russell Terrier Mix,Jack Russell Terrier Mix,Tricolor,Tricolor
Return_to_owner,Cat,Spayed Female,7 years,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Brown Tabby
Return_to_owner,Dog,Neutered Male,7 years,0,Pit Bull Mix,Pit Bull Mix,Red,White
Return_to_owner,Dog,Intact Male,3 years,1,Siberian Husky,Siberian Husky,Black,White
Return_to_owner,Dog,Spayed Female,2 years,0,Cairn Terrier,Scottish Terrier,Black,Black
Return_to_owner,Cat,Neutered Male,2 years,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue Tabby,Blue Tabby
Return_to_owner,Dog,Spayed Female,1 year,0,Labrador Retriever Mix,Labrador Retriever Mix,Red,Red
Adoption,Cat,Spayed Female,5 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Calico
Transfer,Cat,Unknown,8 months,0,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Black
Adoption,Cat,Intact Male,3 months,0,Domestic Longhair Mix,Domestic Longhair Mix,Brown Tabby,Brown Tabby
Adoption,Dog,Neutered Male,1 year,0,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Tan
Adoption,Cat,Spayed Female,4 months,0,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Tortie,White
